"zpUaS","efdml","vNqhQ","llwez","CVFLD","DwRsZ","gUGeA","jdTsK","CvVUB","vBztq","NvwZr","bGZSr","capGG","irUbB","AlueB","SSAtf","fnPwi","pHZXE","qzjdp","NDapo","GkCZP","wMcue","NkQeJ","uAkMU","Gpgqk","tGwHt","LEoAr","tFErF","lRGmA","iaDHy","ScDgC","IfPOJ","lvKEs","PwEPl","UUZzB","vHeBx","AoZbU"
"B","F","D","A","C","C","C","D",NA,"A","E","A",NA,"A","A","B","B","B",NA,"E","B","E","B","D","D",NA,"B",NA,"D","E","A","E","B","B","A","C","B"
"A","F","E","C","B","A",NA,"A",NA,"C",NA,"B",NA,"B",NA,"B","A","A","A",NA,NA,"F","A","C","A","B","B","A","D","E","B","B","A","F","C","B","B"
NA,"F","E","A","B","C","C","A","F","B","A","C","F","B",NA,NA,"C","A","A",NA,"B","B","A","C",NA,NA,"A","B","B","B","A",NA,"A","B","C","E","B"
"C","D","D","B","B","C","C","D","A","A","E","C",NA,"B","A","C","A","A","A","B",NA,"E","A","A","D",NA,"B",NA,"B","B","B","C","A","A","A","B","B"
"B","F","C","B","C","A","D","C","B","A",NA,"C","F","A","A",NA,"A","B",NA,"B","B","D","A","D","D","A","A","C","A","E","A",NA,"E","D","B","A","B"
"B","F","E","B","C","A","C","C",NA,"C","D","A",NA,"B",NA,"B","C",NA,NA,NA,"B","E","A","D","C",NA,"A","F","D","E","B","B","E","B","C","E","B"
NA,"F","D","C","B","B","C","E","B","A","D","B","E","B",NA,"C","C","B","B","A","B","D","A","C","A",NA,"A","E","D","E","B","C","E","A","A","E","B"
"A","C","D","A","C","C","C","D","B","B","D","C","E","B","B",NA,"A",NA,"A","B","B","B","A","C","A",NA,"B",NA,"B","B","A",NA,"B","D","B","A","B"
"B","F","E","B","B","B","C","A","B","A",NA,"A","C","B","A","B","C","A",NA,"B","D","A","A","D","C","B","A","A","D",NA,"B",NA,"E","D","A","B","B"
NA,"F","D","B","B","C","E","B","A","A",NA,"A","E","B",NA,"C","A","B",NA,NA,NA,"B","A","B","B","A","B","E","A","B","B","B","D","B","A","C","B"
"A","F","E","C","C","B","E","C","B","A",NA,"A","E","B",NA,"C","B","B","A",NA,"B","C","A","A","B","A","A","B","A",NA,"B","B",NA,"F","A","C","B"
"B","A","E","A","C","B",NA,"A","B","C","E","C","C","B","A","B","B",NA,"A","B","D","E","A","D",NA,"A","A","F","A","E","A","B",NA,"F","B","F","A"
"B","E","D","B","C","B","D","E",NA,"C","E","C","C","B",NA,"B","A","A","A","E","B","C","A","D","D","A","A",NA,"D","F","A",NA,NA,"D","B","A","A"
"C","F","D","C","C","B","E","B","B","A","D","C","E","B",NA,"A","C","B","A",NA,"B","C","A",NA,"A","B","A",NA,"B","D","A","B","B","B","A","A","B"
"C","F","D","A","B","B","D","E",NA,"A","C","C","A","A","B","A","A","A","A","E",NA,"B","A",NA,NA,"A","B",NA,"D","E","B","B",NA,"C","C","C","B"
"C","F","E","C","B","B","C","C","B","A",NA,"A",NA,"B",NA,"B","B","B","A","E",NA,"C","A","A","A","A","B","E","B",NA,"B",NA,"E","F","B","D","B"
"B","C","D","A","C","B",NA,"E",NA,"A",NA,"A",NA,"B","A","B","C","B","A",NA,NA,"F","A",NA,NA,"B","B","B","D","D","B","C","E","D","C","C","B"
"B","F","D","C","C","B","C","C","D","A","C","B","C","B","B","B","A","B","B","B","B","B","A","D","A","A","A",NA,"D","D","B","B",NA,"E","C","C","B"
"A","F","D","A","C","B",NA,"E","B","B","A","C","D","B",NA,"B","C","A","A","D",NA,"E","A","A","D","A","A",NA,"B","B","A",NA,NA,"F","A","C","B"
"A","A","D","B","C","C","C","A","B","C","A","B","A","B",NA,"B","C","B","A","C",NA,"F","A","D","C",NA,"A",NA,"A","D","B","A","B","C","C","D","B"
"C","F","D","B","C","A","B","D","A","A",NA,"A","F","B","A","B","C","B",NA,NA,"D","F","A","B","C","A","A",NA,"C","E","A",NA,"E","B","B","D","B"
NA,"F","D","A","B","A",NA,"C","A","B","D","C","A","B","A",NA,"B",NA,"A","B",NA,"D","A","D",NA,"A","A",NA,"D",NA,"A",NA,"E","F","B","D","A"
"A","A","B","B","B","B","C","A","A","A","C","A","F","B","A",NA,"A","B","A","C","B","E","A","C","D","B","A","F","C","D","A",NA,"A","A","B","A","B"
"A","C","E","A","C","C","E","A",NA,"A","E","B","F","B","B","A","B","A","A",NA,"D","E","A","D","D",NA,"A","F","D",NA,"A","C",NA,"B","B","F","B"
"B","F","E","B","B","A","D","E","A","B","D","C",NA,"B","B","B","A","B","A",NA,NA,"E","A","D","C","A","B","E","D","E","B","A","A","B","A","F","B"
"A","F","D","C","C","B","C","A","B","C","C","C","C","B","A","C","A","B","A",NA,"B","A","A",NA,"A","A","A",NA,"A","F","A","C",NA,"B","B","B","B"
"B","F","E","B","C","C","C","D",NA,"B","E","B",NA,"B","A","C","C","B","B","B","E","F","A","D","C",NA,"A","E","B",NA,"A",NA,NA,"B","C","B","B"
"B","F","D","B","A","C","A","C",NA,"A","B","A","E","B",NA,"B","A","A",NA,"B","B","C","A","B","C",NA,"A",NA,"D","E","B","E","B","A","A","B","A"
NA,"F","D","C","A","C","B","D",NA,"A","A","C","C","B","A",NA,"C",NA,NA,"B",NA,"D","A",NA,"A",NA,"A",NA,"D","D","B","B","B","E","B","C","B"
"B","A","D","A","C","B","C","D","D","B","D","C","B","B","A","C","B",NA,"B","B","B","D","B",NA,"D","B","A","F","B",NA,"B",NA,"E","C","A","C","A"
"A","F","E","A","A","A","C","C",NA,"B","E","B",NA,"B",NA,"B","B","B",NA,"C",NA,"F","A","D",NA,"B","B","A","D",NA,"A","E","E","B","B","A","B"
NA,"F","D","A","A","B","A","C","A","A",NA,"A","A","B",NA,NA,"C",NA,NA,NA,"D","D","A",NA,"C","A","A","E","B","F","B","A","E","A","C","D","B"
"B","F","D","A","C","B","C","A","A","C","E","C","E","B",NA,"C","C","B","A","C","B","C","A","D","D","B","A",NA,"B","E","A",NA,NA,"A","B","C","A"
"B","F","D","A","B","B","C","D","A","B","A","A",NA,"B","A",NA,"B",NA,"A",NA,NA,"D","A",NA,"C","A","B","B","B",NA,"B","C",NA,"C","A","F","B"
"B","D","E","A","B","A","A","D","A","A","A","C","A","B","A","B","A",NA,"A",NA,"B","D","A",NA,NA,"A","B","E","A","B","A","B",NA,"D","C","A","B"
NA,"C","D","B","A","C","A","A",NA,"B",NA,"B",NA,"B","A",NA,"C","B","A","D","B","D","A","B","C",NA,"A",NA,"D",NA,"A","B",NA,"C","C","A","B"
NA,"C","E","C","C","C",NA,"D","A","A",NA,"A",NA,"A","A",NA,"B","A","B","C","B","D","B","D","D","A","B","F","A",NA,"A","B","D","F","B","B","B"
"B","A","D","A","C","B","C","E",NA,"A","C","C","A","B",NA,NA,"C","B","B",NA,"D","D","B",NA,"C","A","A",NA,"D",NA,"B","B","B","A","B","B","B"
"C","C","E","C","C","B","D","E","D","B","B","A","C","B","A",NA,"A","B",NA,NA,"B","A","A","C","C","A","A","E","B",NA,"B","C","B","F","C","B","B"
NA,"A","E","A","C","C","D","E",NA,"A","E","A","A","B",NA,NA,"B",NA,NA,NA,"B","D","A",NA,"D","A","B","E","D","D","B","E","A","E","B","B","B"
"B","A","D","A","B","B","C","E",NA,"C",NA,"A",NA,"B","A","C","B","B",NA,"B",NA,"B","A",NA,NA,NA,"B",NA,"D","E","A",NA,NA,"A","A","C","A"
"B","F","D","A","A","B","E","D","F","B",NA,"A",NA,"B","C","A","B","B",NA,NA,NA,"A","A","B","C","B","B","A","C","B","B","C","B","F","B","C","A"
"B","F","B","B","C","A","C","E","F","A","D","C","A","B",NA,"B","B",NA,"A","D","D","D","A","A","B","A","A","E","A",NA,"A",NA,"E","B","B","D","B"
"C","C","D","C","B","C","C","A","B","B","A","C",NA,"A","A","B","B","A","A","C","B","C","A",NA,"C","B","B",NA,"D",NA,"A","D",NA,"A","B","F","A"
"A","F","D","B","B","C",NA,"D",NA,"B",NA,"A",NA,"A","A","C","A","A","A","B","B","B","A",NA,"A","A","B",NA,"D","D","B","C","E","F","B","D","B"
"A","A","A","A","B","C","C","D","A","B","B","B",NA,"B","B","C","B","A","A","C","B","C","A",NA,NA,"A","B","B","C",NA,"B","D","B","D","B","C","A"
"A","F","E","B","C","A","D","C","B","A","E","C",NA,"B",NA,"C","A","A","A","E","D","E","A",NA,"C","B","B","B","D","D","A",NA,NA,"B","B","D","B"
"B","F","D","C","B","C","B","D","A","B","E","C",NA,"A","A","B","C","B","A","B",NA,"F","A",NA,"A","A","B","F","B","D","A",NA,"B","E","B","B","B"
"B","F","B","B","B","B","D","E","A","B","C","B","F","B","A","C","B","B","B",NA,"B","F","A","D",NA,"A","A","B","C",NA,"B","B","B","A","C","F","B"
NA,"F","E","C","C","B","D","C","B","C",NA,"B","D","B","A","C","A","B",NA,NA,"B","B","A","D","B","A","A","E","C","F","A",NA,NA,"D","B","A","B"
"A","F","D","A","B","B","D","D",NA,"B","C","A",NA,"B",NA,"C","A","B",NA,NA,"E","C","A","C","C","A","B","E","A","D","A",NA,NA,"F","B","A","A"
"A","F","D","B","C","B","D","D","B","C","D","A",NA,"B","B","B","A","A",NA,NA,NA,"A","A",NA,"C","A","B","E","C","C","B","D","E","A","B","A","B"
"B","F","D","A","A","B","C","E",NA,"C",NA,"A","D","B",NA,"C","B","B","A",NA,NA,"C","A","D","C","A","B",NA,"D",NA,"B","E",NA,"B","A","D","B"
NA,"F","B","B","A","C","E","A",NA,"B",NA,"A","A","A","A","C","C","A",NA,"C",NA,"A","A",NA,"C",NA,"B","E","D","D","B","B","E","B","B","E","A"
"B","F","E","A","B","A","D","E",NA,"A","B","C","C","B",NA,"C","C","B","B","E","B","F","A",NA,NA,"A","B",NA,"A","E","B","B","D","A","B","D","B"
NA,"F","D","A","B","B","E","D","B","A","B","C","E","B","A","A","A","B","A",NA,NA,"A","A","D","B","A","B",NA,"A","E","A","B",NA,"C","A","A","A"
"B","F","D","A","B","C","A","D",NA,"C","A","C","F","B","A","B","A","A","A",NA,"B","B","A","D",NA,NA,"A","C","A",NA,"A",NA,NA,"F","C","A","A"
NA,"F","D","C","B","C","B","D","B","B",NA,"A","E","A","A","B","B","A","A","E","B","A","A","C","A","A","A",NA,"A","D","B","B","D","A","C","D","B"
NA,"F","A","A","C","B",NA,"A","A","A",NA,"C","A","B",NA,"C","B","A","A","C","D","A","B","D","D","A","A","E","A",NA,"A","B",NA,"F","B","B","A"
"B","F","D","A","C","B","C","E",NA,"A","A","C","E","B",NA,"C","B",NA,"A",NA,"B","A","A",NA,"C","A","A",NA,"D","E","A",NA,NA,"D","C","D","A"
"B","A","D","B","C","B","C","A",NA,"A","E","C","A","B",NA,NA,"C",NA,"A",NA,NA,"D","A",NA,"C","B","B",NA,"D","E","A","C",NA,"D","C","B","B"
"A","F","D","B","B","C","C","D","A","B",NA,"A","E","A","A","C","B","B","A","C","D","B","A","C","B",NA,"A","E","A",NA,"A",NA,NA,"F","B","A","A"
"B","F","D","B","B","B","D","E",NA,"C","C","C","E","B",NA,"B","B","B","B",NA,NA,"E","A","D","B",NA,"B",NA,"D","F","B","C",NA,"D","B","F","A"
"B","F","D","B","B","A","C","A","A","B",NA,"B","B","B","B","C","B","B","A",NA,"B","F","A","D","B","B","A","B","C","E","A",NA,"A","A","C","A","A"
"C","A","E","A","B","B","E","C","A","C","E","B","A","B",NA,"C","C","B","B",NA,"B","B","A",NA,NA,"A","A","B","C","C","B","E","D","B","A","D","B"
NA,"A","B","B","C","A","E","E","A","A","D","C",NA,"B",NA,"C","A","A","A",NA,NA,"C","A","C","C","A","B","E","A","F","A",NA,NA,"A","B","F","B"
"A","F","B","B","C","A","C","D","A","A","D","C","D","A","A","B","B","A","A","C",NA,"C","A","C","C","A","B","F","A","C","B","A","E","F","A","D","B"
"B","F","D","B","B","B","C","D","B","B","D","B","B","B",NA,NA,"C","B","A","C","B","F","A","D","B","B","A",NA,"B","D","B",NA,"E","E","C","B","B"
NA,"F","D","A","C","B","A","C","B","A","A","C","F","B","A","C","C","B","A",NA,NA,"B","A",NA,NA,"A","B","F","B","D","A",NA,"E","C","C","B","A"
NA,"F","E","A","A","A","A","D","A","A",NA,"B",NA,"B","B","C","C",NA,"A","E","B","D","A","D","C",NA,"B",NA,"B","D","B","D","C","B","A","B","B"
NA,"F","D","C","B","C","D","E","A","A",NA,"A",NA,"B","B","A","B",NA,NA,"E",NA,"D","A","D","A","B","B",NA,"C",NA,"B","C","E","A","B","E","B"
NA,"F","D","B","C","B","E","E","D","A","A","A","F","B","B",NA,"C","B",NA,"A","B","D","A",NA,"A","A","B","F","A","E","B","D","B","B","C","D","B"
"C","F","D","A","B","B","C","E",NA,"A","D","B","A","A","B","A","C","A","A",NA,"D","B","A","B","C","B","A",NA,"A","B","A","B",NA,"D","C","A","B"
NA,"F","D","B","C","A","D","D",NA,"B",NA,"A","A","B","A",NA,"A",NA,NA,NA,"D","D","A","D","C","B","A","F","D","E","A",NA,"A","D","B","F","B"
"B","A","E","A","C","C","E","E",NA,"B","D","C","A","B",NA,"B","C","A","A",NA,"D","E","A","B",NA,"A","A","E","C","D","A",NA,"D","A","B","D","B"
NA,"D","D","C","C","B",NA,"B",NA,"A","B","C","C","B","A","B","A","B",NA,"E","B","F","A","D","A","A","A",NA,"D","E","A","E",NA,"B","C","B","B"
"C","F","D","B","A","A","E","D","A","C","F","A","A","B",NA,"B","A","B",NA,"B",NA,"A","A",NA,"C","A","B","B","A","C","B","B","A","A","C","C","B"
"A","F","D","C","C","C","E","E","B","B",NA,"A","E","B",NA,"C","C","B","A","E","B","E","A","D","A","B","A",NA,"A","E","B","E","E","F","A","B","B"
"B","F","D","A","B","C",NA,"D",NA,"B",NA,"C",NA,"B","A","B","C","B","B",NA,NA,"F","A",NA,NA,NA,"B",NA,"D","D","B","D","E","B","A","B","A"
"A","A","D","A","C","C",NA,"E","B","C","D","C","A","B",NA,NA,"A",NA,"A",NA,"E","D","A","C","D",NA,"A",NA,"D","E","A",NA,NA,"F","B","A","B"
"C","F","D","B","A","C",NA,"E","B","C","D","A",NA,"B",NA,NA,"A",NA,NA,"E","B","D","A","C","C",NA,"A","E","D","E","A","B","A","F","B","F","A"
NA,"A","D","A","C","C","E","B","A","A",NA,"A",NA,"B","A","C","A","B","A",NA,"B","B","A","B",NA,NA,"B",NA,"A","E","A",NA,NA,"B","B","B","B"
"A","F","D","B","A","B","C","D","B","B","D","C","C","B",NA,NA,"C","A","A","E","B","D","A","D","A","B","A",NA,"B","E","A","A","E","A","A","F","A"
"B","A","D","C","B","C","D","A",NA,"B","E","A","A","A","A","C","A","B","A","E","B","B","A",NA,"B","A","B","F","A","F","B","B","E","C","B","C","B"
"B","A","D","B","B","C","E","B","A","C",NA,"A","F","B","A","C","C","A",NA,NA,"D","F","A","D",NA,NA,"A",NA,"B","F","B","B","D","F","B","B","B"
"A","F","D","B","C","A","C","D",NA,"C","C","B","F","B","A","B","A","A","B",NA,"D","A","A",NA,"C",NA,"B",NA,"D",NA,"B","D","D","B","A","D","B"
"B","C","E","A","B","B","E","E",NA,"C","E","C","D","B","B","B","A","B","A","E","B","E","A",NA,NA,"B","A","A","D","E","A","B",NA,"E","C","B","A"
NA,"F","B","B","B","A","C","A","E","C",NA,"A","C","B","A","A","A","A",NA,NA,"D","B","A","B","C","A","A",NA,"A","D","A",NA,"B","B","C","A","B"
"A","F","D","A","B","A","A","E","B","B",NA,"A","C","B","A","C","A",NA,NA,NA,NA,"B","A","D",NA,"A","B","E","D","D","B","B","D","F","A","B","A"
"B","F","D","A","A","B","D","D",NA,"C",NA,"A","F","B","A","C","A","A",NA,"C",NA,"C","A",NA,NA,NA,"B","E","D","D","B","C","A","D","B","C","A"
"B","F","E","A","B","C","D","A",NA,"B",NA,"C",NA,"A","A","A","A","A","A","C",NA,"F","A",NA,NA,NA,"B","B","D","E","A",NA,NA,"B","B","A","B"
"B","A","E","A","C","B","C","A","D","B",NA,"A",NA,"B",NA,"C","B",NA,"A","E","D","F","A",NA,"D","A","B","B","A",NA,"B","B",NA,"A","B","F","B"
"C","F","E","B","C","A","C","B","B","B",NA,"C","D","B",NA,"B","B","A",NA,NA,NA,"C","A",NA,"C","A","B","F","D",NA,"B","C",NA,"C","C","F","B"
"B","A","E","A","B","B","C","A","A","B","F","C","F","B",NA,"C","B","B","A","C","D","F","A","D",NA,"A","A","F","C",NA,"A","B","B","C","B","F","B"
NA,"F","D","A","B","C","C","A",NA,"A","A","C","C","B",NA,NA,"C",NA,"B",NA,"B","D","A","C","A","A","A",NA,"B","D","B",NA,"B","D","A","B","A"
"B","A","E","B","C","C","A","A","A","A",NA,"A","A","B",NA,"C","B","A",NA,"C","B","B","A","B",NA,NA,"A","B","B","B","B","A","D","C","C","C","B"
NA,"A","D","A","B","A","D","A",NA,"C",NA,"A","A","B",NA,"C","A",NA,NA,NA,"B","D","A","D",NA,"A","A",NA,"D",NA,"B","C","B","D","B","C","B"
"A","C","E","A","B","C","C","A","B","B","D","C","A","B","A","B","C","A","A",NA,NA,"A","A","D",NA,NA,"A","A","B",NA,"A","B","D","B","B","B","B"
"B","C","D","A","B","B","B","D",NA,"B","B","C","D","B","A","A","A","A","A",NA,"B","A","A","B",NA,"A","A",NA,"D",NA,"A",NA,"E","E","B","A","B"
"A","F","D","C","C","C",NA,"C",NA,"B","F","C","F","B",NA,"C","A","A","A","E","B","C","A","D","D","B","A","C","D","E","A","B","A","F","B","F","B"
NA,"F","D","B","C","A","D","C","A","A","B","C",NA,"B","A","A","B",NA,"A","C","E","D","B","D","B","A","A",NA,"B","B","B","B","D","A","B","C","B"
NA,"C","D","B","A","B","C","A","B","A",NA,"B","E","B",NA,NA,"B",NA,"A","B",NA,"D","A",NA,"C",NA,"B",NA,"C",NA,"A","A",NA,"B","A","A","B"
"A","F","D","B","B","A",NA,"D",NA,"C","B","A","E","A","A",NA,"A","A",NA,"B",NA,"D","A",NA,"C","B","B",NA,"D","E","B",NA,"B","F","A","D","B"
"C","F","D","B","C","B","D","C","D","C","D","B",NA,"B",NA,"A","A",NA,"A",NA,NA,"C","A","B","A","B","B",NA,"A","E","A","B",NA,"B","B","D","B"
"B","C","D","C","C","C","A","B",NA,"B",NA,"A",NA,"B","A","C","C","A","A","B",NA,"F","A",NA,"D",NA,"B","E","D","E","B","E","B","D","B","D","B"
NA,"A","B","A","C","B","A","E","B","A",NA,"A","A","A","A","B","B","B",NA,"C","B","F","A","D",NA,"A","A","B","C",NA,"A",NA,NA,"F","B","A","B"
"A","F","D","A","C","B","C","C","A","A","F","B","C","B","A","C","B","A","A","D",NA,"B","A","A","C","A","A",NA,"A","C","B","C","B","E","C","A","B"
"C","F","D","A","B","C","B","B","C","C","A","A","E","B",NA,"B","C",NA,NA,NA,"E","B","A",NA,NA,NA,"B","E","B","E","B","D","E","A","C","F","A"
"B","F","B","A","C","A","D","D",NA,"A","D","A","C","B","A","C","A","B",NA,"E","D","F","A","D","D","A","A",NA,"D","D","A","C","B","C","B","C","A"
"C","E","D","C","B","C","D","E","A","C",NA,"A",NA,"B","A","C","A","A","A",NA,NA,"B","A","C","A",NA,"B","E","A","F","A",NA,NA,"C","B","B","B"
"A","F","D","C","B","C","D","D","A","C","E","C","C","A",NA,NA,"A","B",NA,"C","D","F","A",NA,"A","A","B",NA,"A","E","A",NA,"D","D","B","B","B"
NA,"F","E","C","B","A","E","A","B","A","E","B",NA,"B",NA,"A","A","B","A","C",NA,"D","A","D","A","B","A","B","C","C","B","B",NA,"D","A","E","A"
"A","F","D","A","C","A","A","C",NA,"C","A","B","A","B","A","B","A","A","A",NA,NA,"F","A",NA,"C","B","B",NA,"C","D","A","E",NA,"A","C","F","B"
"B","F","B","A","B","A","C","C","A","B","F","A",NA,"B",NA,"A","C","A","A","E",NA,"A","A",NA,"C","A","B","F","A","B","B","D","B","A","C","B","B"
NA,"C","A","B","C","C","D","A",NA,"A","D","C","F","B","A",NA,"A","B","A",NA,"B","D","A","C","D",NA,"A","F","D","E","A",NA,"E","B","A","A","A"
"A","C","D","C","B","C","C","E",NA,"A","A","A",NA,"A","A",NA,"C","A",NA,"E","B","E","A","C","A",NA,"A","C","D","E","B","E","E","A","C","C","A"
"B","F","D","A","C","C","C","D","A","B","D","C","C","B","A","B","B","B","A",NA,"B","E","A",NA,NA,"A","A",NA,"C","C","A",NA,NA,"F","C","C","B"
"A","D","D","C","B","B","E","C","B","A","D","C","C","B","A","C","C","B","A",NA,"B","C","A","D","C","A","A","F","A","E","A",NA,"A","E","C","A","B"
"B","C","D","C","C","C","C","C",NA,"A",NA,"A",NA,"B",NA,"C","C","A","A",NA,NA,"A","A",NA,"C",NA,"B",NA,"C","E","B","B","D","D","C","B","B"
"A","F","D","B","B","B","D","C","B","A","E","C","A","B",NA,"B","B",NA,"A","E","B","B","A",NA,"C","A","A","E","B",NA,"A",NA,NA,"E","B","E","A"
"C","A","D","B","B","A","C","A","B","B","E","B",NA,"B","B","B","B","A","B",NA,NA,"C","A",NA,"C","A","B","E","A",NA,"B",NA,NA,"D","A","A","B"
"C","F","D","A","B","C","C","D","B","A",NA,"A",NA,"B","A","B","A","B",NA,NA,NA,"F","A","B","D","A","B",NA,"A","D","A","E","E","E","B","F","B"
"A","F","D","A","B","C","A","C","A","B","D","B",NA,"B",NA,"B","A","A","A","D","D","A","A","D","C","A","A",NA,"C","B","A",NA,"E","E","C","B","B"
"C","A","C","A","C","B","E","A","B","A","D","B","A","B",NA,NA,"A",NA,"B",NA,NA,"A","A","C",NA,"A","B","B","C","C","B","C","D","B","B","D","B"
"B","F","B","B","B","B",NA,"D","A","B","E","B",NA,"B",NA,NA,"B","A","A","E","D","D","A","D","C","B","A","F","A",NA,"A",NA,"B","C","B","B","B"
"C","F","D","A","B","C","D","D","D","C","D","C",NA,"A","B",NA,"A",NA,"A","C","B","A","A","C","D",NA,"A","F","A","E","A","B","E","F","B","D","B"
"B","F","D","B","B","B","D","C","A","B",NA,"A","F","B","A","C","A","B","A",NA,"B","F","A","D","C","A","A",NA,"B","E","B","B","B","D","B","B","A"
"B","D","E","C","B","B","C","C",NA,"A","A","B",NA,"A","A","B","C","B","B","E","B","E","A","D","C","A","B","E","D","A","B","B","B","E","C","C","B"
NA,"F","E","A","C","C","C","C","A","A","B","B","F","B",NA,"B","C","A","A","B","B","D","A","D",NA,NA,"A","D","C","B","B","B","B","D","B","B","B"
"B","D","D","C","C","C","B","A","A","C","A","C","E","A","B",NA,"B","A","B","C","B","C","A","D","A",NA,"A","F","B","F","B","B","E","F","A","B","A"
"C","C","D","B","B","A","C","C",NA,"C","B","B","A","B","A","B","C","B","A",NA,NA,"A","A","C","D","A","A",NA,"D","F","A","B",NA,"F","C","A","B"
"A","C","D","B","A","C","C","D",NA,"A","E","C",NA,"B",NA,"C","B","B","A",NA,NA,"C","A","D","B",NA,"B","B","D",NA,"B","B","B","B","B","B","B"
NA,"F","D","B","B","C","E","C",NA,"A","D","C",NA,"B","B","C","C","B","A","B",NA,"B","A","D","A",NA,"B",NA,"D","E","A",NA,NA,"E","C","B","B"
"B","E","D","B","B","A","C","E","A","C",NA,"A",NA,"B","A","C","B","B","A","B",NA,"C","A",NA,"C","A","B",NA,"A",NA,"B","A",NA,"C","B","C","B"
NA,"E","D","B","C","C","A","D","B","C",NA,"A","A","B",NA,NA,"A","B",NA,"B",NA,"E","A",NA,"C","A","B",NA,"D","E","B","B","E","D","C","C","B"
"C","F","D","B","C","A","C","A","B","A","A","A","D","A","B","C","A","B","A","C","D","B","A","C","C","A","A",NA,"B","D","A","D",NA,"C","B","A","B"
NA,"A","D","A","B","B","E","C","B","B",NA,"C",NA,"B","A","B","B","A","A","D","B","F","A",NA,"C","B","B","A","D","D","A","C","E","A","C","A","B"
NA,"F","D","B","B","A","E","C","D","B","E","C",NA,"B",NA,NA,"B",NA,"A",NA,NA,"D","A",NA,"C","A","B","E","A",NA,"A",NA,"D","E","A","E","A"
"A","F","E","B","C","B","D","D",NA,"C",NA,"A","D","B",NA,"B","A","B",NA,"C",NA,"F","A",NA,"A","A","B","C","D",NA,"B","A","B","C","B","B","B"
"C","A","D","A","B","B","C","C",NA,"B","B","B","A","B","B","B","B","A","A","A",NA,"C","A","D",NA,"B","B","E","B",NA,"A","B",NA,"A","C","F","B"
"A","A","E","A","B","C","E","E","D","B","D","B","E","A","A","C","C","B","B","E","B","C","A","C","C","A","A",NA,"A","E","B","B",NA,"F","B","B","B"
"A","A","D","A","B","B","E","A",NA,"B","D","B","C","A","B","C","C","A","A","E","B","B","A","D","C","A","A","D","D",NA,"A",NA,"E","B","B","E","B"
"C","C","E","C","B","B",NA,"E","F","B",NA,"A","E","A",NA,"B","C","B","A","C","B","A","A","A","C","A","A","E","C","D","B","C","D","F","A","A","A"
"B","F","D","B","C","C","D","D","A","B","C","B","A","B",NA,"C","A","B","A",NA,"D","E","A","D","C",NA,"A",NA,"B","B","B","C","B","F","C","B","A"
"B","A","D","B","C","A","C","E","A","C","D","C",NA,"B","A","B","B","A","A",NA,"B","B","A","D","C","A","B",NA,"A",NA,"A","C","E","D","C","F","B"
"B","F","B","B","C","A",NA,"E","B","B",NA,"A","A","B","B",NA,"B","A","A",NA,NA,"E","A",NA,"C",NA,"B","E","A","F","B","B","B","A","C","D","B"
"C","F","D","A","C","C","B","A","B","A",NA,"C",NA,"B",NA,"B","A","A","A",NA,NA,"B","A",NA,"D",NA,"B",NA,"A","C","A",NA,NA,"E","C","A","A"
"B","F","D","B","B","B",NA,"D",NA,"A","E","B","F","B",NA,NA,"C","A","B",NA,"C","E","A","D","A","B","A",NA,"D","D","B","B","D","F","C","C","A"
"C","A","D","A","C","C","C","A","A","B",NA,"B","A","B",NA,"B","B","A","A",NA,"B","C","A","A","C",NA,"A","C","C",NA,"A",NA,NA,"C","B","A","B"
"C","F","C","C","C","A","C","C",NA,"C",NA,"C","E","B",NA,"B","B","B","A",NA,"B","A","A","B","A",NA,"A",NA,"A",NA,"B","C","E","D","C","B","B"
NA,"A","D","B","B","A",NA,"A","D","B","A","C","A","B",NA,"C","B","B","B",NA,NA,"D","A","D","C",NA,"B","B","D","E","B","B","E","C","B","B","B"
"B","A","D","A","C","A","D","C","B","B","D","A","C","B",NA,"C","A",NA,NA,"B","D","F","A",NA,"A","B","A",NA,"B",NA,"B","B","D","B","B","C","B"
"B","C","B","C","B","B","C","C","A","B","D","C","D","B","A","C","A","B","A","B","D","F","A","D","C","A","B","E","A","D","B","D","E","A","C","C","B"
NA,"F","D","A","C","A","A","D",NA,"C","D","B","A","B",NA,"B","B","A","A","C","B","B","A","D",NA,"A","A",NA,"D","C","B","B","E","A","C","C","A"
"B","A","D","B","B","C",NA,"A","A","B",NA,"A",NA,"B",NA,"B","B","A",NA,"E","B","A","A","D",NA,"A","A","F","B",NA,"A",NA,"D","F","B","B","B"
"A","F","D","B","C","C","C","D",NA,"B","D","B","C","B",NA,"C","A","B","B","E","B","C","A","D","C",NA,"A",NA,"B","B","B","B","B","A","A","E","B"
"A","C","B","C","B","C","D","A","A","C","A","C","C","B","A","B","A","B","A",NA,"A","F","A","D","C","A","A","B","B",NA,"A",NA,"A","C","B","D","A"
NA,"A","E","B","C","C","A","A",NA,"C",NA,"A","A","B",NA,"B","A","B","A","C","B","F","A",NA,"D","A","B","B","D","E","B","B","B","F","B","F","B"
