"WYwfp","vhQvJ","tLOHX","RgmKY","FAIJt","uEpzT","QGdLi","Yeylk","QCQtq","EfFHC","INUSU","HKwVn","hBMen","bjoNn","eVSpV","SYltm","Psrrk","aiiZa","wgriv","RcBhT","hgaQp","UtoEB","LmjIf","EaQAS","hkpyF","IOHMH","OMcWd","AJvLt","Lctit","xISFX","LmZyP","kJviW","kgMLV","HtoiS","osOKb","WtGYX","LzfyG","OeKSO","cFJIc","RqRVT","DYMQB","zgjGa","iAdij","cEpaJ","UIirr","gFyTi","pvPbb","PDaYY","UPHgP"
"C",NA,"A",NA,"B","C","D",NA,"D","A","B","A","A",NA,"B","A","D","E",NA,"D","C","A",NA,"A","E","B","C",NA,"A","C","E","C","B","A",NA,"A",NA,NA,"D","D","F","E","C","D","D","B","B","B","A"
"A",NA,"A","B","B","A","D","C","A",NA,"C","C",NA,"D",NA,"A","D","A","A","A","A","A","C","A",NA,"F",NA,"C","D",NA,"A","D","D",NA,"E","E",NA,"F","A",NA,"B","E","F","E","A","B","D","F",NA
NA,NA,"A","C","B","A","A",NA,"A",NA,NA,"C",NA,"E",NA,"A","A","E",NA,"D","C","B","A","A","E","B",NA,"A","A","A","A","A","B",NA,"B","A","B","F","B","C","A","A","C","D","B","A","D","B",NA
"A",NA,"A","B","B","B","A","C","B",NA,"C","E",NA,"D",NA,"A","A","B","C","A","B","A","B","B","E","B","C",NA,"D",NA,"C","F","A",NA,"F","A",NA,"A","A",NA,NA,"A","A","A","D","B","D",NA,"C"
NA,NA,"B","A","B","A","A",NA,"A","B","C","A","A",NA,"E","A","A","B",NA,"B","C","B",NA,"A",NA,"D","C",NA,"D","C","E","B","D",NA,NA,"A","D","C","A","D","C","B","C","E","D","B","B","B","A"
NA,NA,"B","B","B","B","E",NA,"A","A","B",NA,"A","F","E","B","D","A","B","C","C","A","D","B","D","D","D","B","A",NA,"E","D","B","C","D","B","A","C","E","C","A","E","C","D","D","A",NA,"E","A"
"A",NA,"A","C","A","B","D","F","A","C",NA,"A","B","F","D","B","B","B",NA,"D","C","A","C","B","D","E","B","B","A",NA,"C","F","A","C","E","E","C","C","D","A","E","E","D","D","A","A","C","C","A"
"A","A","B",NA,"A","B","D","D","B","C",NA,"C","B","D","E","A","B","B",NA,"D","C","A","B","B","C","B",NA,"B","C","C","D","F","B","A","F","A",NA,"A","E",NA,NA,"E","C","D","D","B","B","C",NA
"C","B","B",NA,"A","A","D","D","B","B",NA,NA,NA,"B","A","B","C","E",NA,"D","C","B","B","B",NA,"D","C","C","A",NA,"F","D","C",NA,"D","B",NA,"E","B","D",NA,"B","A","D","D","B",NA,NA,"A"
"C",NA,"A",NA,"B","C","A","A","D",NA,NA,"C",NA,NA,NA,"A","D","B",NA,"D","C","A","B","A","C","E",NA,"C","A","D","B","F","D",NA,"E","C",NA,"F","A","D",NA,"D","A","A","A","B",NA,NA,"A"
"A","D","A","B","C","C","A","B","A","C","A","A","A",NA,"C","A","A","A","A","C","A","B","B","B","F","D",NA,NA,"B","D","A","B","B","C","C",NA,"A","D","A","C","A","D","E","A","D","B","B",NA,NA
"B","A","A","B","B","A","A",NA,"A",NA,NA,"B","A",NA,"D","A","D","A","E","D","F","B","A","A",NA,"D",NA,"C","C",NA,"A","C","D","E","C","D","C","F","E","D","A","E","A","D","D","B","B","B","A"
NA,"A","B",NA,"C","A","A","F","D","C","A",NA,NA,"A","B","A","C","B",NA,"D","C","B","B","A","D","C",NA,"C","A","D","E","B","A","C","D","D","B","D","C",NA,NA,"B","A","F","D","B",NA,"F","A"
"A",NA,"A","D","A","B","A",NA,"A","B","A","B","A",NA,"A","A","B","A","B","C","E","A","D","A","B","E","B","A","D","B","D","B","C","A",NA,"D","B","E","E",NA,"E","D","C","A","A","A","B","F","A"
"A",NA,"B","C","B","A","A","D","A",NA,"A","E","C","D","C","B","B","A","A","C","F","A","C","A",NA,"B","F","A","D","A","C","D","A","A",NA,"C","D","A","D","D","A","E","C","E","E","B","D","F","A"
"C","B","A",NA,"A","B","B",NA,"A","B",NA,"B",NA,NA,NA,"B","B","E","F","D","E","A","B","A","F","D","C","B","A",NA,"B","C","B",NA,"E","A","C","E","A","C",NA,"B","E","A","D","A","D",NA,"A"
"B",NA,"A","B","B","A","B","E","B",NA,"C","E","A",NA,NA,"B","D","A","B","C","C","B","A","B","A","F","B","B","D",NA,"A","C","C","C","B","D","B","F","D","B","E","E","A","E","D","A","D","F",NA
"B","C","B","B","B","C","A","A","A","C","A",NA,"A","D","C","A","A","A","B","A","B","A",NA,"A","C","F",NA,"B","A",NA,"D","B","A","C","E",NA,"C","F","B",NA,NA,"D","F","D","E","A","B","F",NA
"A","D","B",NA,"A","C","A","C","B","A",NA,"C","A",NA,"D","A","C","A","B","A","D","B","B","A","E","D","C","C","A","A","B","B","C","C","D","C","B","F","D","A","A","A","B","D","D","A","B",NA,NA
"C","A","A","B","C","A","D","E","A",NA,"B","A",NA,"B","D","A","A","B",NA,"C","C","A",NA,"B",NA,"F",NA,NA,"D","B","E","B","B","A","F","A","B",NA,"B","D","D","D","D","E","E","A","D",NA,NA
"C","B","A",NA,"A","B","A","B","B",NA,"B","C","A","C","A","B","C","B","B","D","D","A","D","A","A","C","C","C","A","A","A","A","A","A","D","C","B","C","B","B","D","E","E","C","D","A","D","E","C"
"B",NA,"A","B","B","B","D","E","D",NA,NA,"C","B",NA,"A","A","D","E",NA,"C","C","A","D","A",NA,"F",NA,"B","C","B","B","A","D",NA,"C","F",NA,NA,"E","D","A","E","C","D","A","B","B","C",NA
"A","C","A","B","B","A","D",NA,"A","C","B","C","A","E","A","A","D","A",NA,"D","C","B","A","A",NA,"C",NA,"C","A","D","B","D","B","E","A","F","D",NA,"E","D","E","D","C","F","D","A","A","B","A"
"C","D","B","B","A","A","A",NA,"B","A","B","E","A",NA,"D","A","B","A",NA,"B","C","A","D","A",NA,"A","D","C","D","B","F","D","C","E","F","A",NA,"F","A",NA,"A","D","A","D","E","B","C","E","A"
NA,"B","A",NA,"A","A","A","F","B",NA,"B","B",NA,"A","A","A","B","A","B","C","C","B","B","A",NA,"E",NA,"C","D","A","B","A","D","C","B","F","B","E","B","B",NA,"D","E","F","D","A","B","D","C"
"A",NA,"A","C","A","A","B","D","A",NA,"B","E",NA,NA,"E","B","B","E","D","C","F","B",NA,"A",NA,"A","D","A","D","B","B","D","B","A","B","C",NA,"E","D","C","A","E","E","C","D","A","B","F","A"
"A",NA,"A","D","B","A","A","F","A",NA,"A","C","C",NA,NA,"A","A","E",NA,"D","C","A","C","A","B","C",NA,NA,"D","B","C","F","A","A","D","D","B","D","B","B","A","A","A","D","D","B","B","D","A"
"B","B","B",NA,"C","A","A",NA,"A","B","C","A","A","D",NA,"A","A","E",NA,"D","C","A","B","A","C","C","D",NA,"B",NA,"B","D","C",NA,"A","B","A","F","B","A",NA,"E","C","B","D","A","D",NA,NA
"B",NA,"A","D","B","A","B","E","A",NA,"A","C","A",NA,"C","A","D","E","A","B","A","A",NA,"A","E","C","C","A","C","C","C","C","A","A","E","A","B","F","B","D","A","E","A","B","D","B","C",NA,"A"
"B",NA,"A",NA,"B","A","D","F","A",NA,"C",NA,"A",NA,"A","B","A","B","C","A","B","A",NA,"B",NA,"F","C",NA,"D","B","A","F","D",NA,"B","D",NA,NA,"E","A",NA,"E","F","E","D","B","B","D",NA
"C","A","A","C","A","A","C","D","A","C",NA,"E",NA,"C","B","A","B","E","A","B","D","A","B","B",NA,"C","F","A","A","D","B","F","B","A","D","F","C","C","C","C","A","D","E","D","B","B","C","A","A"
"C","D","A","D","A","C","A","B","A",NA,"C","C","B","E","C","B","B","E",NA,"B","E","A","C","A",NA,"F","D","B","D","C","C","F","C",NA,"D",NA,"D","E","B","A","A","A","A","D","D","B","C","E","A"
"A","D","B","B","B","C","A",NA,"A",NA,"B","C","A","A",NA,"A","A","A","F","D","E","A","C","A","A","B","E",NA,"D","B","A","C","B","A","E","C","B",NA,"B","C","B","B","C","B","D","A","B","F","A"
"C","D","A",NA,"B","A","B",NA,"A",NA,NA,NA,NA,NA,"A","B","A","E","F","B","B","B","D","A",NA,"D",NA,"A","C","B","C","F","A","C",NA,"D","B","E","B","B","A","A","C","D","D","B","D","C","C"
"C","C","A","B","B","B","D","B","B","C","A",NA,"A","A","B","A","D","B",NA,"B","C","B",NA,"A","D","E",NA,"A","C","A","B","A","C","E","A","B",NA,NA,"E","A","E","A","C","A","E","A",NA,"B","C"
NA,"D","A","B","B","A","D","B","A",NA,"B","C","B","D","A","A","B","E","E","B","C","B","B","A",NA,"C","C","A","A","C","E","B","C","E",NA,NA,NA,"A","B","A",NA,"E","A","C","E","A","C",NA,NA
"C",NA,"A","A","B","C","D","B","A",NA,NA,"E","B","D","E","B","C","E","F","D","D","A","D","A","B","A","C","C","A",NA,"C","F","D","A","F","A","C",NA,"C",NA,"A","E","A","D","D","B","B","F","A"
"B","A","A","D","C","C","D","E","B",NA,"B","C","A","B","E","A","D","E",NA,"B","C","A","D","B","E","C","C","B","B","D","F","F","A","E","C","C","B",NA,"A","D","D","B","A","C","D","B","C","A",NA
"A","A","A",NA,"C","C","A","A","A",NA,"B","C","B",NA,"B","B","B","E",NA,"D","C","A","B","B","F","A",NA,"B","C","C","D","A","C","C","D","D","D","E","E","B","E","D","E","F","D","B",NA,"B","A"
"A","C","B",NA,"C","C","A","C","A","B","B","C",NA,"E","A","A","A","E","E","C","F","A","B","A",NA,"A","D",NA,"D","C","A","D","B","C",NA,"F","D","E","B","C",NA,"D","C","A","D","B","C","B","A"
"A",NA,"A","B","B","A","A","E","A","A","B","B","C","A","D","B","C","E","A","B","C","B","A","A",NA,"F",NA,"B","D","B","B","F","D","A","D","C","D","E","A",NA,"C","D","B","C","D","A",NA,"F","A"
"A","B","A","D","C","A","D","E","A","C","B","C","C","C","D","A","B","A",NA,"C","C","B","C","A","F","A",NA,"B","A","D","B","E","D","A","C","C","B",NA,"A","D","A","B","F","D","D","B","A",NA,"A"
"C","B","A","A","B","B","B",NA,"A","C","B",NA,"B",NA,"A","A","B","A","A","C","A","A","D","A","E","A","C","B","B","C","A","F","C",NA,NA,NA,"B","E","E",NA,"E","B","C","F","D","B","B","A","A"
NA,"D","A","B","A","A","A",NA,"A","B","B","D","A","F","D","B","A","E","D","A","F","A",NA,"A","E","D","D",NA,"B","B","E","B","C","A",NA,"A","B","E","C",NA,"E","E","C","F","E","A","D","C","A"
"C","D","A","D","C","A","A",NA,"B","B","B","B","A","E",NA,"B","A","A","F","D","A","A","A","A",NA,"E","B",NA,"A","D","C","A","A","E",NA,NA,"A","E","B",NA,"D","A","C","B","E","B","D","F","A"
NA,"B","A",NA,"A","A","D","E","B","C","A","C",NA,"B","B","A","B","E","E","C","A","B",NA,"A",NA,"B",NA,"C","C","D","E","A","C","E","C",NA,NA,"F","E","B","E","E","E","C","D","B","A","A","C"
"A","A","A","B","A","C","A","B","B",NA,"C","B",NA,"E","E","B","C","A",NA,"B","C","B","B","A","C","D","B","A","D","B","C","D","C",NA,NA,NA,"B","E","B","D",NA,"A","E","B","B","B","D",NA,"A"
"B","C","A","C","B","A","A","F","A",NA,"B","C","A","E","C","B","D","E","E","A","E","A","A","B",NA,"A","D","C","D","D","C","B","D","E","F",NA,"A","F","A",NA,"E","D","F","F","D","B","C",NA,NA
"B",NA,"B",NA,"B","A","D","D","A","C","A","C",NA,"E","D","A","C","B",NA,"A","C","A","B","B",NA,"E","C","B","B","A","A","C","B","A","C","D","A",NA,"D","C",NA,"E","A","B","D","A","D",NA,"A"
"B","A","A","B","B","A","A","E","B","C","B","C",NA,"A","B","A","D","E",NA,"D","C","A","B","A","F","F",NA,"B","D","A","C","D","A","A","F","A","D","F","A",NA,NA,"B","C","D","D","A","A","F",NA
"B","B","A","B","C","C","D","E","B",NA,"A",NA,NA,"E","A","B","B","B","A","D","A","A","D","B","D","B","C","B","C","D","D","E","B","C","E","F",NA,NA,"B","B","A","A","A","D","D","B",NA,NA,"C"
"B","B","A",NA,"B","A","D","F","A",NA,"B",NA,"C",NA,"B","A","A","A","B","C","A","A","A","A","F","B",NA,"B","A","B","D","D","C",NA,NA,"A",NA,"F","A","B","B","A","A","B","D","B","D","A","A"
"B","C","A","C","B","C","A","F","A",NA,"C","B","C","A","B","B","D","A","A","D","C","B",NA,"A","F","D","D","C","B","D","D","E","C",NA,"E","B","A",NA,"E","C","E","D","E","A","D","B",NA,"A","A"
"B","C","A","A","B","A","A","D","A",NA,NA,NA,"C","B","A","A","C","A",NA,"B","C","A","C","A","E","E","F","A","C",NA,"B","D","A","E","E","B","C","E","B",NA,"A","E","A","D","A","A","A","D","A"
"B","B","A",NA,"B","B","D",NA,"A","A","A","C",NA,"F","B","B","D","E","C","D","D","A","B","B","E","A","E","B","D","A","F","A","A","A","D","E",NA,"E","A","D",NA,"A","C","E","D","A","D","A",NA
NA,NA,"A","B","B","B","D","E","A",NA,"A","C","B","A","C","A","A","E","B","D","D","B",NA,"A","C","E","B","B","B","D","E","D","B","E","F",NA,NA,NA,"D","A","A","E","A","C","D","B","C","C","A"
"C","D","B","B","A","C","D","E","B","B","B","C","B","A","E","B","B","E","A","D","A","A",NA,"A","A","B",NA,"C","C","D","F","C","D","C","F","A",NA,NA,"D",NA,"A","E","C","E","D","B","D","B","C"
"C",NA,"A","C","B","C","B","F","A",NA,"B","C",NA,"B","B","A","D","E","A","D","C","B","C","A",NA,"C","C",NA,"A","D","C","D","A","C",NA,"F","A","E","A",NA,"B","D","C","B","D","B","D","F","C"
"A",NA,"A","B","B","A","A",NA,"A",NA,"A","C","A","E","C","B","C","E","D","C","E","B",NA,"A","C","C","B","C","D","A","E","A","C","A",NA,NA,"B","C","D",NA,"E","E","C","B","D","A","D","C","A"
"B",NA,"A","C","B","A","D","D","B",NA,"A","C","A","B","C","B","D","A",NA,"B","C","A","C","B",NA,"A","C","A","D","A","D","D","D","C","A",NA,"A",NA,"A","A","E","B","B","F","D","A","D","D","A"
"B","B","B",NA,"C","C","A","D","A","B",NA,"C","A",NA,"D","B","D","E",NA,"D","C","B","B","A","F","C","B","C","B","A","D","F","B","C","D","F","B","C","D","A","B","E","F","B","A","A","B",NA,"A"
"A","C","A","D","C","A","D","F","D",NA,"C","A","A","E",NA,"A","D","A","A","C","A","A",NA,"A","F","F",NA,"B","B","D","A","F","A","E","F","B",NA,NA,"B",NA,NA,"A","A","F","D","B","B",NA,"A"
"A","B","A","A","B","C","D","D","A","C",NA,"B","B","B","B","A","A","C","A","C","E","B","D","A","D","A",NA,NA,"B","A","D","A","D","C","A","A",NA,NA,"D","A","A","A","E","D","D","A",NA,"A","C"
"B","B","A","A","C","C","D","D","A","B","B","C","A","E",NA,"A","D","E","E","D","F","B","D","B","F","C","D","B","D","C","A","D","C",NA,"D","A","B",NA,"A","A","E","D","E","F","E","B","B","F",NA
"B",NA,"A","D","B","A","D","A","A",NA,"A","C","A",NA,NA,"A","D","E","F","D","A","B",NA,"B","A","F",NA,"C","C",NA,"A","D","C","A","B","C","C","F","C","A","E","E","A","C","D","B","B","F","A"
"B","D","A","B","B","B","A",NA,"A",NA,"C","C",NA,"A",NA,"B","D","A","E","D","C","A","B","A","E","A","D","C","C",NA,"C","E","C",NA,"A",NA,"D","E","B","B","B","E","C","E","A","B","C",NA,"A"
NA,NA,"B","B","B","C","A",NA,"A","C",NA,"C","B","E","E","B","D","A",NA,"B","C","A","C","A","B","B",NA,"C","B","D","A","F","A",NA,"F","C","A","A","E",NA,"B","B","C","D","D","B","D","E","A"
"B","B","A","C","A","A","D","F","A",NA,"B",NA,"A","B",NA,"A","B","E","F","B","D","A","B","A",NA,"A",NA,"A","A","D","D","D","B","C","E","D",NA,"F","C","C",NA,"E","A","F","D","B",NA,"A","A"
"A",NA,"A","D","B","B","D","F","A",NA,"A","E","B","D","C","B","A","A","E","D","C","A","C","B","F","C",NA,NA,"C","D","A","F","D","C","F","B","B",NA,"A","A","E","A","A","F","D","B","A","E","A"
"C","B","A","A","A","C","D","E","A",NA,"B","E","A","A","E","A","B","A",NA,"C","C","A","D","A","A","C","E","A","D","D","D","C","B","E","A","C",NA,NA,"C","C","E","E","D","B","D","B","D","B","A"
NA,"C","A","A","A","B","D","E","A","C","A","C","B","E","B","B","B","B","A","B","F","B","C","A","A","B","C","B","C","C","E","F","D","A","B","F",NA,"F","A","D","E","D","C","C","B","B","D","C","A"
"A","C","B","B","A","B","E","E","A","B","C","A","B",NA,NA,"B","C","E",NA,"D","C","A","B","A",NA,"A","C","C","D",NA,"B","C","C","A","B",NA,"C","F","E","A",NA,"E","A","E","D","A","D",NA,"A"
"C","A","A",NA,"B","A","A",NA,"B","A","C","C","A","A",NA,"A","D","E",NA,"A","C","B","C","A",NA,"F","D","C","B","A","C","B","C",NA,NA,"B","C","F","E",NA,"A","B","C","C","D","A","C","B","C"
"B","B","B","D","B","A","A","F","A",NA,"C",NA,NA,"B",NA,"A","A","E",NA,"B","C","A","C","A","D","E","C","C","A","B","F","A","D",NA,"C","E","A","F","A","D",NA,"D","A","E","D","B",NA,"F","C"
"B","A","A",NA,"B","C","D",NA,"A",NA,"B","C","A",NA,"D","B","D","A","D","D","F","B","B","A","F","D","C","C","B","C","A","F","C","A",NA,"F","C","F","E","D",NA,"A","C","C","D","B","B",NA,"A"
NA,NA,"A","C","B","B","B",NA,"A","C","A",NA,"B","E","B","A","D","E","E","B","F","A","D","A","D","E",NA,NA,"A","A","F","D","B","C","D","A","B","F","A","C",NA,"D","F","A","D","A","C","E","C"
NA,NA,"A","A","B","A","A","F","A",NA,"A","E","A","B","D","A","D","E","C","D","B","B","C","A",NA,"E","C","C","B","A","E","F","B","A","F","B","D",NA,"B",NA,"E","D","C","C","D","A","C","A","A"
"B",NA,"B","C","B","C","A","F","B","C","C","C","B","A",NA,"B","C","E",NA,"B","C","A",NA,"B","F","B","D","C","C","C","E","B","C","C","B","A",NA,"C","A","A",NA,"A","A","C","B","B","C","B","A"
"B",NA,"B","B","C","A","D","E","A","C","B","B","A",NA,"E","A","B","A","A","B","F","A","D","A","D","B",NA,"A","B","C","D","F","D","E","D","C",NA,"E","B","A","E","E","A","E","E","B","B","C","A"
"B","A","A","B","B","B","A","E","A","C",NA,"C","B","A",NA,"A","C","A","E","D","F","B","D","A","E","D",NA,"A","D","C","F","B","B","C","C","A","A","F","B",NA,"A","D","A","D","D","B","C","B",NA
"B","B","A","C","A","C","B","F","B",NA,"A","C","A","E","D","A","B","E","F","D","D","A","C","A","A","A","E","B","D","A","B","F","C","E","F","F","B",NA,"D",NA,NA,"E","A","C","D","A","D","F","C"
NA,NA,"A","D","B","B","B",NA,"A",NA,"A","A","B",NA,"C","A","C","E","A","D","A","B",NA,"B","C","F","B","A","B","D","E","A","C","C",NA,NA,"B","A","D","A","A","A","C","D","A","B",NA,"F","C"
"A","B","A","B","B","C","D","F","A",NA,NA,"B","B",NA,"C","A","B","E","A","B","A","B","A","B","F","E",NA,"B","D",NA,"F","D","D","C","E",NA,"C",NA,"A","A","A","E","E","D","D","A","B",NA,"A"
"B",NA,"A","D","C","A","B","A","A","C",NA,"B",NA,"B","C","A","A","A","A","C","A","A","D","A",NA,"E",NA,NA,"B","D","F","C","D","A","D",NA,"C","B","D","D","A","A","B","C","A","B","A","A","A"
"B","D","B","C","B","C","D","D","A","B","B","C",NA,NA,"A","B","A","E","E","C","B","A","B","A","C","E","B","B","B","C","F","E","D","C","B","D","B",NA,"C","A","E","E","E","F","D","B","B",NA,"A"
"C","A","A","D","C","A","D","B","A",NA,"C",NA,"A","A",NA,"A","D","E","F","B","B","A","A","A","D","D","F","A","D","C","E","E","C",NA,NA,"B","B","F","D","A","A","A","F","E","D","B","A","E","C"
NA,NA,"A","B","B","A","A",NA,"D","B","B","C",NA,NA,NA,"A","C","A","A","D","F","A","B","A",NA,"C","E","C","A",NA,"D","B","D",NA,NA,"E","C","A","B",NA,"C","D","C","F","D","A",NA,NA,"A"
"A",NA,"B","D","B","C","D",NA,"B","A","C","C","B","A","B","A","A","B","F","A","B","B",NA,"B","A","A","C",NA,"C",NA,"C","B","C","A",NA,"C",NA,NA,"E","A","A","B","C","A","D","A","C","D","A"
"B","C","A","B","C","C","D","D","A",NA,"B",NA,"A","A","B","A","A","A","A","C","D","B","A","A","D","F","E","C","B",NA,"D","D","B","C","A","F","C",NA,"E","C","A","B","C","C","B","B","A","B","C"
"B","B","A","A","C","A","D","B","D",NA,"C","A",NA,NA,NA,"A","A","A","A","B","F","A","A","A","E","B",NA,NA,"A",NA,"D","B","B","E","C","A",NA,NA,"C","C","B","E","F","E","D","A","D","A",NA
"B",NA,"A","B","B","A","A",NA,"A",NA,"B","A",NA,"D","A","A","D","A","A","D","E","A","A","A","A","D","C","B","B","C","F","E","A",NA,NA,"A","D","A","E",NA,"C","E","C","F","D","B","C","C","C"
"B","C","B","A","A","A","D","F","A","B","A","C","A",NA,"C","A","B","A","D","C","F","A","C","A",NA,"E","E","A","C","C","A","C","A",NA,NA,NA,NA,NA,"A","C","A","D","A","C","A","B","A","D","A"
"B",NA,"B","A","B","B","D","D","D","B","B",NA,"B","A","D","A","A","E","A","A","E","A",NA,"A","D","C","E","C","B","B","D","F","B",NA,NA,"E","D",NA,"E",NA,"E","D","A","D","D","B","B","F","A"
NA,"D","B","B","C","B","A","E","A","B","A","B","B","A","C","A","D","A",NA,"C","F","B",NA,"A","C","E",NA,"C","D","D","E","D","C",NA,"F","B","A","C","B",NA,"A","B","C","D","D","A","C","B","C"
NA,"C","A","A","C","A","A","E","A",NA,"C",NA,"A","C","B","A","B","A","C","A","C","B","D","A",NA,"E","C","C","C","B","F","F","D","A","F","D","D","E","A",NA,"B","B","A","E","D","A","B","D","A"
NA,"C","A","C","A","C","D","D","D",NA,"C","A","B","D",NA,"A","B","A","F","B","C","B",NA,"A","B","E","C","B","A","D","E","A","B",NA,"D","A",NA,NA,"B","C","A","D","E","D","D","A",NA,"F",NA
"A","D","A","D","B","A","A","C","A","B","A",NA,NA,"D","D","A","A","E","D","A","D","B","B","A",NA,"E","B","C","D","B","F","C","D","E","F","E","A","E","E","D",NA,"D","B","B","D","A","B",NA,"A"
"A",NA,"A","C","B","A","D",NA,"A",NA,NA,NA,"C","E","B","A","D","E",NA,"D","C","A","D","B",NA,"E","B","B","C","A","A","F","A","C",NA,"B","A","E","E","B","A","E","C","E","D","A","D","C",NA
"B","B","A",NA,"C","A","D","D","A",NA,NA,NA,NA,"A",NA,"A","D","A","B","B","F","A","B","A",NA,"C","E","A","C",NA,"E","F","A","A",NA,NA,"A",NA,"D","D",NA,"B","C","A","A","A",NA,NA,"A"
"C","A","A","C","C","A","D","F","A","A",NA,"D","A","A","B","B","B","A",NA,"D","C","B","B","A",NA,"C","F","B","B","C","C","B","D","A","B","F","B","E","C","A",NA,"D","A","D","E","A","D","B",NA
"C",NA,"A","C","B","A","A","D","A",NA,"C","A","A","A","D","A","C","E","A","D","A","A","A","A","C","E","C","A","D","D","C","C","A",NA,"A","A","D","E","D","B","E","D","E","E","D","B","C","B","C"
"A",NA,"A","D","B","C","A","E","B",NA,NA,"C","A","E",NA,"A","C","E","F","B","E","B",NA,"B","E","F","F","A","D","D","F","C","D",NA,"C","A","D","F","A",NA,"E","E","A","B","D","A","B","B","A"
"C",NA,"B","A","B","A","A","F","D","A","B","C","B","B","B","B","A","E","A","D","A","A",NA,"A",NA,"D","C",NA,"B","D","F","E","A","E","F","A","D","E","E","A","B","A","C","C","D","B","D","F",NA
"B","D","A","C","A","C","B","F","D",NA,"C","C","A","B",NA,"A","A","E",NA,"D","E","A",NA,"A",NA,"C",NA,NA,"D",NA,"C","C","A","C","E","E",NA,"F","D","C","A","E","A","D","D","A","B","E","A"
NA,"B","A","A","C","A","D",NA,"B","C","C","E","C","D","B","A","A","B","A","B","C","A","C","B","C","E","E",NA,"A","B","A","D","A",NA,"B","A",NA,"F","D",NA,"E","B","F","C","D","A","D","B","A"
"A","D","A","A","B","B","D",NA,"A","B","B","C","B",NA,"D","A","A","E","F","D","E","A","A","A","F","F","E",NA,"C",NA,"C","E","A","E",NA,"A",NA,"C","E",NA,"B","D","C","B","D","B","B","B","C"
"C","A","A","D","A","A","D",NA,"A",NA,NA,"C","A","A","D","A","B","A","B","B","D","A","A","A","D","C","D",NA,"B",NA,"D","D","A",NA,NA,"C",NA,NA,"B","C","A","B","C","D","D","B",NA,"F","A"
"A","A","B","C","A","C","A","F","A","A","B",NA,"A",NA,"C","B","B","E","E","C","A","A","D","A","C","E","D","B","A","C","F","F","C","E",NA,"D","C","F","A",NA,"E","A","C","F","D","A","B","B","A"
"B","A","A",NA,"C","A","D","C","D","C","B","B","C","B","A","A","A","B","B","C","C","B","D","A","E","E",NA,NA,"A","C","B","F","B","C","B","A",NA,"F","B",NA,"C","E","A","C","D","B","D","A","A"
"A","D","A",NA,"C","B","D","A","A","A","B","C",NA,NA,"C","A","A","E","D","D","F","B",NA,"A","C","B","A",NA,"A",NA,"D","D","D","E","C",NA,NA,NA,"A",NA,NA,"D","A","E","D","B","B",NA,"C"
"A","C","A","B","C","A","A","A","A",NA,"C","B","C","D",NA,"B","B","B","A","C","D","A","A","B",NA,"F",NA,"A","C","D","D","F","D","C",NA,"A","A",NA,"D","A","B","D","F","A","D","B","D","B","A"
"A","D","A","C","C","C","B",NA,"A",NA,NA,"B",NA,NA,NA,"A","D","A","A","A","B","B","C","A","E","E","C","C","C","D","F","D","A",NA,"A","F","C","F","E","D","A","B","C","D","D","B","B","A","C"
"B",NA,"A",NA,"B","C","E","D","D","C","C","C",NA,"E",NA,"B","A","E","D","D","F","A","B","B",NA,"A",NA,NA,"D","B","F","B","B","C","C","A","B","A","D","C",NA,"D","B","B","D","B",NA,"A",NA
"B","B","A",NA,"C","A","A","F","B",NA,"A","E",NA,"B",NA,"B","D","A","A","D","F","A",NA,"A",NA,"C",NA,"B","C",NA,"C","E","D","A","F","D","C","F","E","A",NA,"A","C","F","D","B","D","C","C"
"B","A","A","D","A","C","D","F","D",NA,"C","C","B","D","C","A","B","E","A","C","B","B","D","B","D","B","F","C","C","B","F","D","C",NA,"F",NA,NA,"E","D",NA,"A","E","C","D","D","B","D","F","A"
"C","C","A","D","A","C","A",NA,"D",NA,"A",NA,"B","D","A","B","B","A",NA,"A","A","A","C","A","D","A",NA,"B","A","C","F","B","C","E","D","B",NA,"F","B",NA,NA,"A","C","E","B","B",NA,NA,"C"
"C","D","B","A","A","B","A","F","A","C","C","C","A",NA,"E","A","B","C",NA,"C","C","A","C","A",NA,"B",NA,"B","A","D","C","D","A",NA,"D","A","C","E","D","B","E","D","A","B","D","B","B",NA,"A"
"B",NA,"A","C","B","A","D","F","A",NA,"B","C","A","B","C","B","D","E","D","D","D","A","C","B",NA,"A",NA,"C","C","D","A","B","D","C","D","F",NA,"F","B","C","E","D","B","B","D","B","B","A",NA
